id,success,testType,failedAt,deviation,objPosX,objPosY,goalPosX,goalPosY,j1,j2,j3,j4,j5,j6,x,y,z,q1,q2,q3
28,0,"Ping Pong Ball",Throw,16,0.255806,0.549822,0.143617,0.452273,0,0,0,0,0,0,0,0,0,0,0,0
29,0,"Ping Pong Ball",Throw,14,0.150701,0.55196,0.139058,0.402273,0,0,0,0,0,0,0,0,0,0,0,0
30,0,"Ping Pong Ball",Throw,15,0.105025,0.551914,0.139058,0.345455,0,0,0,0,0,0,0,0,0,0,0,0
31,0,"Ping Pong Ball",Throw,13,0.367773,0.504075,0.139058,0.295455,0,0,0,0,0,0,0,0,0,0,0,0
32,0,"Ping Pong Ball",Throw,10,0.367773,0.504075,0.150456,0.236364,0,0,0,0,0,0,0,0,0,0,0,0
33,0,"Ping Pong Ball",Throw,12,0.367773,0.504075,0.152736,0.179545,0,0,0,0,0,0,0,0,0,0,0,0
34,1,"Ping Pong Ball",,-1,0.367773,0.504075,0.148176,0.131818,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"Ping Pong Ball",,-1,0.370056,0.501782,0.116261,0.0704546,0,0,0,0,0,0,0,0,0,0,0,0
36,1,"Ping Pong Ball",,-1,0.466378,0.554935,0.196049,0.0931818,0,0,0,0,0,0,0,0,0,0,0,0
37,0,"Ping Pong Ball",Throw,7,0.466378,0.554935,0.193769,0.136364,0,0,0,0,0,0,0,0,0,0,0,0
38,0,"Ping Pong Ball",Throw,8,0.466378,0.554935,0.200608,0.131818,0,0,0,0,0,0,0,0,0,0,0,0
39,1,"Ping Pong Ball",,-1,0.404337,0.48118,0.198328,0.188636,0,0,0,0,0,0,0,0,0,0,0,0
40,1,"Ping Pong Ball",,-1,0.50762,0.548153,0.198328,0.243182,0,0,0,0,0,0,0,0,0,0,0,0
41,0,"Ping Pong Ball",Throw,20,0.509913,0.54816,0.198328,0.297727,0,0,0,0,0,0,0,0,0,0,0,0
42,0,"Ping Pong Ball",Throw,23,0.509886,0.538957,0.205167,0.354545,0,0,0,0,0,0,0,0,0,0,0,0
43,0,"Ping Pong Ball",Throw,18,0.509886,0.538957,0.207447,0.402273,0,0,0,0,0,0,0,0,0,0,0,0
44,1,"Ping Pong Ball",,-1,0.702829,0.558002,0.200608,0.504545,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"Ping Pong Ball",Throw,20,0.695923,0.555675,0.193769,0.556818,0,0,0,0,0,0,0,0,0,0,0,0
46,0,"Ping Pong Ball",Throw,15,0.505497,0.603393,0.200608,0.613636,0,0,0,0,0,0,0,0,0,0,0,0
47,0,"Ping Pong Ball",Throw,14,0.50549,0.60109,0.191489,0.665909,0,0,0,0,0,0,0,0,0,0,0,0
48,0,"Ping Pong Ball",Throw,17,0.203174,0.506044,0.196049,0.715909,0,0,0,0,0,0,0,0,0,0,0,0
49,0,"Ping Pong Ball: Reduced velocity","Moving above object",-1,0.450627,0.653903,0.093465,0.720455,2.13245,-2.03595,2.31485,-1.86491,-1.55212,-1.37831,0.244507,-0.180014,0.280351,-2.58147,1.77165,-0.034487
50,0,"Ping Pong Ball: Reduced velocity",Throw,15,0.450312,0.545686,0.0911854,0.613636,1.44522,-2.02507,1.95945,-3.05429,-1.49734,-1.57937,0.0784704,-0.301534,0.590415,1.18768,-1.24457,1.15357
51,0,"Ping Pong Ball: Reduced velocity",Throw,12,0.450312,0.545686,0.0911854,0.511364,0,0,0,0,0,0,0,0,0,0,0,0
52,0,"Ping Pong Ball: Reduced velocity",Throw,12,0.450312,0.545686,0.0980243,0.509091,0,0,0,0,0,0,0,0,0,0,0,0
53,0,"Ping Pong Ball: Reduced velocity",Throw,12,0.450312,0.545686,0.093465,0.404545,0,0,0,0,0,0,0,0,0,0,0,0
54,0,"Ping Pong Ball: Reduced velocity",Throw,12,0.450312,0.545686,0.093465,0.297727,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"Ping Pong Ball: Reduced velocity",Throw,3,0.450312,0.545686,0.0911854,0.195455,0,0,0,0,0,0,0,0,0,0,0,0
56,0,"Ping Pong Ball: Reduced velocity","Grabbing object",-1,0.450325,0.550287,0.093465,0.0840909,0,0,0,0,0,0,0,0,0,0,0,0
58,1,"Ping Pong Ball: Reduced throwTime",,-1,0.450319,0.547986,0.093465,0.0840909,2.13238,-2.03591,2.31481,-1.86487,0.0129931,-1.37837,0.312526,-0.135885,0.363896,-1.32217,0.893556,-0.654601
59,1,"Ping Pong Ball: Reduced throwTime",,-1,0.452616,0.550293,0.0911854,0.0840909,2.13239,-2.03596,2.31485,-1.86491,-1.55214,-1.37836,0.244494,-0.180027,0.280355,-2.58148,1.77168,-0.0344905
60,1,"Ping Pong Ball: Reduced throwTime",,-1,0.450319,0.547986,0.0911854,0.190909,0,0,0,0,0,0,0,0,0,0,0,0
61,0,"Ping Pong Ball: Reduced throwTime",Throw,5,0.450325,0.550287,0.093465,0.297727,0,0,0,0,0,0,0,0,0,0,0,0
62,0,"Ping Pong Ball: Reduced throwTime",Throw,6,0.450325,0.550287,0.0911854,0.406818,0,0,0,0,0,0,0,0,0,0,0,0
63,0,"Ping Pong Ball: Reduced throwTime",Throw,8,0.450325,0.550287,0.093465,0.506818,0,0,0,0,0,0,0,0,0,0,0,0
64,0,"Ping Pong Ball: Reduced throwTime",Throw,6,0.450319,0.547986,0.0889058,0.561364,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"Ping Pong Ball: Reduced throwTime",,-1,0.45261,0.547993,0.093465,0.665909,0,0,0,0,0,0,0,0,0,0,0,0
66,0,"Ping Pong Ball: Reduced throwTime",Throw,7,0.45261,0.547993,0.093465,0.720455,0,0,0,0,0,0,0,0,0,0,0,0
67,1,"Ping Pong Ball: Reduced throwTime",,-1,0.45261,0.547993,0.191489,0.720455,0,0,0,0,0,0,0,0,0,0,0,0
68,0,"Ping Pong Ball: Reduced throwTime",Throw,17,0.448027,0.54798,0.191489,0.720455,0,0,0,0,0,0,0,0,0,0,0,0
69,0,"Ping Pong Ball: Reduced throwTime",Throw,18,0.448027,0.54798,0.193769,0.613636,0,0,0,0,0,0,0,0,0,0,0,0
70,0,"Ping Pong Ball: Reduced throwTime",Throw,14,0.448027,0.54798,0.191489,0.506818,0,0,0,0,0,0,0,0,0,0,0,0
71,0,"Ping Pong Ball: Reduced throwTime",Throw,20,0.448027,0.54798,0.193769,0.4,0,0,0,0,0,0,0,0,0,0,0,0
72,0,"Ping Pong Ball: Reduced throwTime",Throw,12,0.448027,0.54798,0.196049,0.295455,0,0,0,0,0,0,0,0,0,0,0,0
73,0,"Ping Pong Ball: Reduced throwTime",Throw,12,0.452623,0.552594,0.205167,0.0818182,1.57388,-1.65657,1.44778,-2.91317,-0.565851,-1.57542,0.180794,-0.393143,0.688459,1.91315,-0.566891,1.89977
74,1,"Consistency test: Ping Pong Ball",,-1,0.452616,0.550293,0.104863,0.138636,2.1324,-2.03595,2.31482,-1.86485,-1.55215,-1.37832,0.244496,-0.180027,0.280357,-2.58145,1.77171,-0.0344134
75,1,"Consistency test: Ping Pong Ball",,-1,0.452616,0.550293,0.102584,0.140909,2.13239,-2.03599,2.31489,-1.86485,-1.55216,-1.37826,0.244481,-0.180011,0.280336,-2.58139,1.7718,-0.034371
76,1,"Consistency test: Ping Pong Ball",,-1,0.450325,0.550287,0.0980243,0.136364,0,0,0,0,0,0,0,0,0,0,0,0
77,1,"Consistency test: Ping Pong Ball",,-1,0.452623,0.552594,0.102584,0.138636,0,0,0,0,0,0,0,0,0,0,0,0
78,1,"Consistency test: Ping Pong Ball",,-1,0.452623,0.552594,0.102584,0.138636,0,0,0,0,0,0,0,0,0,0,0,0
79,1,"Consistency test: Ping Pong Ball",,-1,0.452623,0.552594,0.104863,0.138636,0,0,0,0,0,0,0,0,0,0,0,0
80,1,"Consistency test: Ping Pong Ball",,-1,0.452623,0.552594,0.0957447,0.668182,0,0,0,0,0,0,0,0,0,0,0,0
81,1,"Consistency test: Ping Pong Ball",,-1,0.454914,0.552601,0.0957447,0.665909,0,0,0,0,0,0,0,0,0,0,0,0
82,1,"Consistency test: Ping Pong Ball",,-1,0.452623,0.552594,0.0957447,0.665909,2.13324,-2.03615,2.31509,-1.86484,-0.552035,-1.37759,0.302536,-0.142643,0.319474,-1.78903,1.21748,-0.495546
83,1,"Consistency test: Ping Pong Ball",,-1,0.452623,0.552594,0.0729483,0.684091,2.13239,-2.03591,2.31491,-1.86488,-1.55209,-1.37831,0.244495,-0.180022,0.280311,-2.58136,1.77169,-0.0343283
84,0,"Consistency test: Ping Pong Ball","Moving above object",-1,0.0978789,0.162105,0.549392,0.45,0,0,0,0,0,0,0,0,0,0,0,0
85,1,"Consistency test: Ping Pong Ball",,-1,0.452623,0.552594,0.157295,0.0863636,2.13245,-2.03592,2.31489,-1.86494,-1.55209,-1.37841,0.244508,-0.180011,0.280325,-2.58152,1.77151,-0.0344498
86,1,Golfball,,-1,0.404258,0.449013,0.100304,0.0863636,2.13237,-2.03592,2.31485,-1.86486,-1.55216,-1.37835,0.244489,-0.180037,0.28034,-2.58144,1.77172,-0.0343544
87,0,Golfball,Throw,2,0.401747,0.352597,0.0980243,0.193182,0,0,0,0,0,0,0,0,0,0,0,0
88,0,Golfball,Throw,2,0.404035,0.352602,0.093465,0.295455,0,0,0,0,0,0,0,0,0,0,0,0
89,1,Golfball,,-1,0.408612,0.352612,0.093465,0.402273,0,0,0,0,0,0,0,0,0,0,0,0
90,1,Golfball,,-1,0.408836,0.449024,0.0911854,0.502273,0,0,0,0,0,0,0,0,0,0,0,0
91,1,Golfball,,-1,0.306121,0.554525,0.0980243,0.611364,1.51548,-1.76881,1.60862,-2.95978,-1.56754,-1.57791,0.0883438,-0.393773,0.662101,1.18801,-1.24427,1.15389
92,0,Golfball,Throw,7,0.404539,0.559365,0.198328,0.713636,2.13237,-2.0359,2.31486,-1.86488,-1.55216,-1.37836,0.244492,-0.18004,0.28033,-2.58144,1.7717,-0.0343373
93,0,Golfball,Throw,7,0.406829,0.559371,0.200608,0.613636,0,0,0,0,0,0,0,0,0,0,0,0
94,0,Golfball,Throw,9,0.413706,0.56169,0.193769,0.509091,0,0,0,0,0,0,0,0,0,0,0,0
95,1,Golfball,,-1,0.505341,0.552749,0.202888,0.404545,0,0,0,0,0,0,0,0,0,0,0,0
96,0,Golfball,Throw,7,0.509934,0.555064,0.196049,0.295455,0,0,0,0,0,0,0,0,0,0,0,0
97,0,Golfball,Throw,5,0.599576,0.601399,0.200608,0.195455,0,0,0,0,0,0,0,0,0,0,0,0
98,0,Golfball,Throw,3,0.601873,0.601407,0.200608,0.0931818,0,0,0,0,0,0,0,0,0,0,0,0
99,0,Golfball,Throw,1,0.601873,0.601407,0.093465,0.0931818,2.13241,-2.03592,2.31491,-1.86492,-1.55216,-1.3783,0.244495,-0.18002,0.280317,-2.58144,1.77172,-0.0343535
100,0,"Golfball: reduced throwTime",Throw,2,0.406934,0.598498,0.0957447,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0
101,0,"Golfball: reduced throwTime",Throw,4,0.627145,0.603798,0.0889058,0.184091,1.52423,-1.71072,1.53093,-2.94035,-0.652225,-1.57769,0.157618,-0.386793,0.674491,1.82805,-0.678046,1.8111
102,1,"Golfball: reduced throwTime",,-1,0.502906,0.504435,0.0866261,0.295455,0,0,0,0,0,0,0,0,0,0,0,0
103,1,"Golfball: reduced throwTime",,-1,0.306017,0.506234,0.0866261,0.397727,0,0,0,0,0,0,0,0,0,0,0,0
104,0,Golfball,Throw,2,0.157492,0.501384,0.0911854,0.504545,0,0,0,0,0,0,0,0,0,0,0,0
105,1,Golfball,,-1,0.159775,0.501387,0.0911854,0.504545,0,0,0,0,0,0,0,0,0,0,0,0
106,0,"Golfball: reduced throwTime",Throw,3,0.346961,0.405254,0.0911854,0.611364,2.13239,-2.03597,2.31491,-1.8648,-1.55209,-1.37837,0.244485,-0.180006,0.280319,-2.5814,1.77161,-0.0342952
107,0,"Golfball: reduced throwTime",Throw,5,0.351534,0.405264,0.0911854,0.709091,0,0,0,0,0,0,0,0,0,0,0,0
108,0,"Golfball: reduced throwTime",Throw,7,0.356108,0.405274,0.191489,0.718182,0,0,0,0,0,0,0,0,0,0,0,0
109,0,"Golfball: reduced throwTime",Throw,7,0.294589,0.508508,0.196049,0.720455,0,0,0,0,0,0,0,0,0,0,0,0
110,0,"Golfball: reduced throwTime",Throw,2,0.299162,0.508518,0.198328,0.611364,0,0,0,0,0,0,0,0,0,0,0,0
111,0,"Golfball: reduced throwTime",Throw,5,0.303735,0.508527,0.191489,0.506818,0,0,0,0,0,0,0,0,0,0,0,0
112,1,"Golfball: reduced throwTime",,-1,0.306032,0.51313,0.193769,0.4,0,0,0,0,0,0,0,0,0,0,0,0
113,0,"Golfball: reduced throwTime",Throw,6,0.31061,0.515439,0.196049,0.297727,2.13245,-2.03596,2.31493,-1.86496,-1.55214,-1.37825,0.244498,-0.180003,0.28032,-2.58142,1.77173,-0.0344368
114,0,"Golfball: reduced throwTime",Throw,3,0.312897,0.515444,0.193769,0.190909,0,0,0,0,0,0,0,0,0,0,0,0
115,0,"Golfball: reduced throwTime",Throw,1,0.315184,0.515449,0.193769,0.0818182,0,0,0,0,0,0,0,0,0,0,0,0
126,0,"Consistency test: Golfball",Throw,1,0.356333,0.504048,0.120821,0.156818,2.13334,-2.03671,2.31525,-1.86474,-0.552023,-1.37744,0.302465,-0.14248,0.319546,-1.7891,1.21739,-0.495716
127,1,"Consistency test: Golfball",,-1,0.363202,0.506363,0.120821,0.154545,0,0,0,0,0,0,0,0,0,0,0,0
128,0,"Consistency test: Golfball",Throw,1,0.376916,0.4995,0.113982,0.152273,0,0,0,0,0,0,0,0,0,0,0,0
129,0,"Consistency test: Golfball",Throw,2,0.381493,0.499511,0.111702,0.152273,0,0,0,0,0,0,0,0,0,0,0,0
130,1,"Consistency test: Golfball",,-1,0.388354,0.497229,0.116261,0.154545,0,0,0,0,0,0,0,0,0,0,0,0
131,1,"Consistency test: Golfball",,-1,0.392932,0.497241,0.129939,0.184091,0,0,0,0,0,0,0,0,0,0,0,0
132,1,"Consistency test: Golfball",,-1,0.395221,0.497246,0.136778,0.181818,0,0,0,0,0,0,0,0,0,0,0,0
133,1,"Consistency test: Golfball",,-1,0.55824,0.596654,0.132219,0.181818,0,0,0,0,0,0,0,0,0,0,0,0
134,0,"Consistency test: Golfball",Throw,1,0.642967,0.527872,0.139058,0.172727,0,0,0,0,0,0,0,0,0,0,0,0
135,0,"Consistency test: Golfball",Throw,1,0.509731,0.48606,0.143617,0.177273,0,0,0,0,0,0,0,0,0,0,0,0
136,0,"Consistency test: Golfball",Throw,1,0.283149,0.503888,0.0843465,0.179545,0,0,0,0,0,0,0,0,0,0,0,0
147,1,"Consistency test2: Golfball",,-1,0.553531,0.559802,0.145897,0.186364,2.13238,-2.03593,2.31486,-1.86491,-1.55214,-1.37832,0.244493,-0.180032,0.280342,-2.58142,1.77173,-0.0344387
148,1,"Consistency test2: Golfball",,-1,0.560408,0.557522,0.143617,0.186364,0,0,0,0,0,0,0,0,0,0,0,0
149,1,"Consistency test2: Golfball",,-1,0.56499,0.555235,0.145897,0.186364,0,0,0,0,0,0,0,0,0,0,0,0
150,1,"Consistency test2: Golfball",,-1,0.56958,0.55525,0.141337,0.186364,0,0,0,0,0,0,0,0,0,0,0,0
151,0,"Consistency test2: Golfball",Throw,1,0.57417,0.555265,0.143617,0.186364,2.13238,-2.03592,2.31487,-1.8649,-1.55216,-1.37835,0.244491,-0.180033,0.280332,-2.58145,1.77171,-0.0343718
152,1,"Consistency test2: Golfball",,-1,0.581071,0.559891,0.139058,0.184091,0,0,0,0,0,0,0,0,0,0,0,0
153,1,"Consistency test2: Golfball",,-1,0.583366,0.559898,0.143617,0.186364,0,0,0,0,0,0,0,0,0,0,0,0
154,0,"Consistency test2: Golfball","Moving above object",-1,0.184455,0.155321,0.136778,0.181818,0,0,0,0,0,0,0,0,0,0,0,0
155,1,"Consistency test2: Golfball",,-1,0.58795,0.557611,0.141337,0.184091,2.13244,-2.03595,2.31485,-1.86481,-1.55216,-1.37838,0.244498,-0.180012,0.280342,-2.58153,1.77158,-0.0343205
156,0,"Consistency test2: Golfball",Throw,1,0.548913,0.550581,0.139058,0.181818,0,0,0,0,0,0,0,0,0,0,0,0
157,1,"Consistency test2: Golfball",,-1,0.555796,0.550603,0.139058,0.181818,0,0,0,0,0,0,0,0,0,0,0,0
158,1,"Consistency test2: Golfball",,-1,0.560386,0.550618,0.134498,0.184091,2.1324,-2.03595,2.31488,-1.86491,-1.55214,-1.37835,0.244494,-0.180021,0.280334,-2.58146,1.77167,-0.0344212
159,1,"Consistency test2: Golfball",,-1,0.255725,0.506133,0.134498,0.177273,0,0,0,0,0,0,0,0,0,0,0,0
160,1,"Consistency test2: Golfball",,-1,0.260296,0.506142,0.132219,0.177273,0,0,0,0,0,0,0,0,0,0,0,0
161,1,"Consistency test2: Golfball",,-1,0.413675,0.550186,0.134498,0.172727,0,0,0,0,0,0,0,0,0,0,0,0
162,1,"Consistency test2: Golfball",,-1,0.404395,0.504166,0.132219,0.172727,0,0,0,0,0,0,0,0,0,0,0,0
163,1,"Consistency test3: Golfball",,-1,0.40898,0.506477,0.1231,0.606818,2.13238,-2.03591,2.31486,-1.86486,-1.55213,-1.37837,0.244494,-0.180032,0.280331,-2.58143,1.77165,-0.034342
164,1,"Consistency test3: Golfball",,-1,0.41356,0.506489,0.1231,0.609091,2.13244,-2.03592,2.31487,-1.86488,-1.5521,-1.37831,0.244505,-0.180014,0.280331,-2.58142,1.77164,-0.0343896
165,1,"Consistency test3: Golfball",,-1,0.418139,0.506501,0.12766,0.620455,0,0,0,0,0,0,0,0,0,0,0,0
166,0,"Consistency test3: Golfball",Throw,1,0.420429,0.506507,0.12766,0.618182,2.13237,-2.03597,2.31493,-1.86488,-1.5521,-1.37834,0.244481,-0.180015,0.280316,-2.58138,1.7717,-0.0343736
167,1,"Consistency test3: Golfball",,-1,0.422719,0.506513,0.139058,0.631818,0,0,0,0,0,0,0,0,0,0,0,0
168,1,"Consistency test3: Golfball",,-1,0.427305,0.508824,0.134498,0.629545,0,0,0,0,0,0,0,0,0,0,0,0
169,1,"Consistency test3: Golfball",,-1,0.537435,0.548244,0.134498,0.629545,0,0,0,0,0,0,0,0,0,0,0,0
170,1,"Consistency test3: Golfball",,-1,0.542023,0.548259,0.132219,0.625,0,0,0,0,0,0,0,0,0,0,0,0
171,1,"Consistency test3: Golfball",,-1,0.546604,0.545972,0.134498,0.629545,0,0,0,0,0,0,0,0,0,0,0,0
172,1,"Consistency test3: Golfball",,-1,0.411252,0.499586,0.129939,0.629545,0,0,0,0,0,0,0,0,0,0,0,0
173,1,"Consistency test3: Golfball",,-1,0.415837,0.501897,0.134498,0.627273,0,0,0,0,0,0,0,0,0,0,0,0
174,0,"Consistency test4: Golfball",Throw,2,0.25336,0.462471,0.0478723,0.402273,2.13243,-2.03598,2.31493,-1.86492,-1.5521,-1.37838,0.244492,-0.180001,0.280323,-2.58149,1.77157,-0.0344429
175,1,"Consistency test4: Golfball",,-1,0.26021,0.460186,0.0296353,0.402273,0,0,0,0,0,0,0,0,0,0,0,0
176,1,"Consistency test4: Golfball",,-1,0.493763,0.513607,0.0797872,0.4,0,0,0,0,0,0,0,0,0,0,0,0
177,0,"Consistency test4: Golfball",Throw,1,0.500634,0.511327,0.0797872,0.404545,0,0,0,0,0,0,0,0,0,0,0,0
178,1,"Consistency test4: Golfball",,-1,0.505219,0.51134,0.0729483,0.402273,0,0,0,0,0,0,0,0,0,0,0,0
179,1,"Consistency test4: Golfball",,-1,0.509804,0.511354,0.0683891,0.402273,0,0,0,0,0,0,0,0,0,0,0,0
180,0,"Consistency test4: Golfball",Throw,2,0.51439,0.511367,0.0592705,0.397727,0,0,0,0,0,0,0,0,0,0,0,0
181,0,"Consistency test4: Golfball",Throw,1,0.518976,0.511381,0.0797872,0.365909,0,0,0,0,0,0,0,0,0,0,0,0
182,0,"Consistency test4: Golfball",Throw,1,0.521276,0.513687,0.075228,0.372727,0,0,0,0,0,0,0,0,0,0,0,0
183,0,"Consistency test4: Golfball",Throw,1,0.445477,0.451414,0.0980243,0.395455,0,0,0,0,0,0,0,0,0,0,0,0
